username,description,tags,id,original_sound_path,name,license,preview_url,type,wav_sound_path,pack,bpm
mika55,just a short drum loop :),"['loop', 'drums', 'dubstep', 'synthesizer', '120bpm', 'drum']",188553,/audio/original/188553.wav,120bpm drum loop.WAV,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/188/188553_3224742-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/188553.wav,,120
tayo123,"loopable, good for dj or club projects","['atmosphere', 'dj', 'beat', 'trance', 'abstract', 'bpm', '120', 'club', 'techno', 'dance', 'synth', 'dream', 'loop']",132577,/audio/original/132577.wav,dreamscape2.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/132/132577_2376593-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/132577.wav,,120
Jovica,"A variation of ""Rhythmmaker Randomized 140 bpm loop -08.wav"" with the same latin feel but a bit less broken. This loop is part of the ""Rhythmmaker Randomized 140 bpm loops pack"" sample pack. They were all created with the Rhythmmaker ensemble, part of the Electronic Instruments Vol. 1, within Reaktor. Tempo is 140 bpm and duration 1 bar in 4/4. The measure division is sometimes different from the the straight four on the floor and quite experimental. Exported as a loop within Cubase SX and mastering done within Wavelab using several plugins (EQ, Stereo Enhancer, multiband compressor, limiter).","['140-bpm', 'drumloop', 'electro', 'loop']",6006,/audio/original/6006.wav,Rhythmmaker Randomized 140 bpm loop -09.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/6/6006_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/6006.wav,https://www.freesound.org/apiv2/packs/311/,140
Ongitak,"Another low bass loop for dubstep, at 140 bpm.","['bass', 'dubstep', 'loop', 'low', 'sub', 'wobble']",114843,/audio/original/114843.wav,Dubstep Bass Loop 24.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/114/114843_2005415-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/114843.wav,https://www.freesound.org/apiv2/packs/7475/,140
Uknow Dude,Minimal Addon loop 2-123 bpm.wav,"['2-123', 'addon', 'bpm', 'loop', 'minimal', 'wav']",99685,/audio/original/99685.wav,Addon loop 2-123 bpm.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/99/99685_1676089-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/99685.wav,https://www.freesound.org/apiv2/packs/6375/,123
Jovica,A rhythmic loop created with an ensemble from the Reaktor User Library. This loop has a nice electro feel and the typical higher frequency bell like content of frequency modulation. An experimental loop with some electronic bubbles in it. The tempo is 110 bpm and it lasts 1 measure 4/4. Mastered within Cubase SX and Wavelab using several plugins.,"['110-bpm', 'electronic', 'fm', 'loop', 'rhythmic']",6853,/audio/original/6853.wav,110 bpm FM Rhythm -27.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/6/6853_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/6853.wav,https://www.freesound.org/apiv2/packs/362/,110
SpankMyFilth,"Dubstep Bass: 110 BPM wobble at 1/8th note, half of the samples as a sine LFO and saw LFO descending. Sampled in Ableton using massive, compression using PSP Compressor2. Random presets with LFO settings on key parts, and very little other effects used, mostly so this sample can be re-sampled. 110 BPM so it can be pitched up which is usually better then having to pitch samples down.","['loop', 'wobble', 'processed', 'porn-core', 'bpm', 'sound', 'techno', 'effect', 'beat', 'bass', 'noise', 'club', 'electro', 'synth', 'synthesizer', 'Skrillex', 'dub', 'trance', 'wah', 'sub', 'electronic', '110', 'dubstep', 'SpankMyFilth', 'wub', 'lfo', 'dance']",214384,/audio/original/214384.wav,51-8th Dubstep Bass c2.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/214/214384_4012250-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/214384.wav,https://www.freesound.org/apiv2/packs/13602/,110
yapppy,The child in me...made in fl studio,"['synth', 'loop', 'bpm', '115']",251249,/audio/original/251249.wav,floating to nowhere synth 115bpm.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/251/251249_4530114-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/251249.wav,,115
JSC2011,"Made in Cubase 7 with Rob Papen's Punch (drums) and Massive for synthesis. Uncompressed, no EQ, touch of Reverb.","['synthesis', 'loop', 'segment', 'papen', 'synth', '7', 'massive', 'dubstep', 'synthesizer', '120', 'punch', 'Cubase', 'bpm', 'hard', 'rob', 'electronic', 'beat', 'bass', 'repeat']",237736,/audio/original/237736.wav,DUBSTEP Segment #01,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/237/237736_2481301-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/237736.wav,,120
oceanictrancer,"made in flstudio 11. this is the lead fx from my upload '128 bpm house loop' ( <a href=""http://freesound.org/people/oceanictrancer/sounds/211549/"" rel=""nofollow"">http://freesound.org/people/oceanictrancer/sounds/211549/</a> ).","['loop', 'side', 'bpm', 'school', 'chill', 'techno', 'automation', 'fx', '119', 'minimal', 'electro', '8', 'house', 'club', 'goa', 'deadmau5', 'trance', 'sub', 'lemon', 'lemon8', 'electronic', 'dub', 'oldschool', 'rave', 'deep', 'sweep', 'sidechain', 'dance', 'chain', 'old']",213867,/audio/original/213867.wav,128 bpm house lead fx,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/213/213867_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/213867.wav,https://www.freesound.org/apiv2/packs/12511/,128
SpankMyFilth,"Dubstep Bass: 110 BPM wobble at 1/8th note, half of the samples as a sine LFO and saw LFO descending. Sampled in Ableton using massive, compression using PSP Compressor2. Random presets with LFO settings on key parts, and very little other effects used, mostly so this sample can be re-sampled. 110 BPM so it can be pitched up which is usually better then having to pitch samples down.","['loop', 'wobble', 'processed', 'porn-core', 'bpm', 'sound', 'techno', 'effect', 'beat', 'bass', 'noise', 'club', 'electro', 'synth', 'synthesizer', 'Skrillex', 'dub', 'trance', 'wah', 'sub', 'electronic', '110', 'dubstep', 'SpankMyFilth', 'wub', 'lfo', 'dance']",214386,/audio/original/214386.wav,3-8th Dubstep Bass c2.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/214/214386_4012250-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/214386.wav,https://www.freesound.org/apiv2/packs/13602/,110
--DeletedUser--,I created a 80s- Funk- Loop and added some Noise. I used Audacity.,[],221360,/audio/original/221360.wav,Noisy Funk- 115 BPM.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/221/221360_1-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/221360.wav,,115
SpankMyFilth,"Dubstep Bass: 110 BPM wobble at 1/8th note, half of the samples as a sine LFO and saw LFO descending. Sampled in Ableton using massive, compression using PSP Compressor2. Random presets with LFO settings on key parts, and very little other effects used, mostly so this sample can be re-sampled. 110 BPM so it can be pitched up which is usually better then having to pitch samples down.","['loop', 'wobble', 'processed', 'porn-core', 'bpm', 'sound', 'techno', 'effect', 'beat', 'bass', 'noise', 'club', 'electro', 'synth', 'synthesizer', 'Skrillex', 'dub', 'trance', 'wah', 'sub', 'electronic', '110', 'dubstep', 'SpankMyFilth', 'wub', 'lfo', 'dance']",214387,/audio/original/214387.wav,30-8th Dubstep Bass c2.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/214/214387_4012250-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/214387.wav,https://www.freesound.org/apiv2/packs/13602/,110
Jagadamba,Recorded and processed using the following equipment: Interfaces: focusrite scarlett 2i2 Alesis firewire io14 Microphones: Rode NT1000 SE 2200 A AKG C1000s Superlux R102 Phantom Powered Ribbon Microphone Radioshack PZM Pressure Zone Microphone X2 Optimus 33-3022 Boundary Microphone X2 Optimus 33-3017 Condenser Microphone Realistic Electret Condenser Stereo Microphone 33-919A Custom Made PZM - Panasonic condensors with custom 48volt phantom units X2 Clock Audio C 009E-RF boundary Microphone Sony Stereo Electret Condenser Microphone ECM-99 A Oktaver IIMK-55 Oktava mke-2 AKG D95s Beyer Dynamic M58 Various Vintage Microphones Portable Units: Olympus VN-8600PC Misc Equipment: Phonic MU802 Mixer Behringer Behringer U-CONTROL UCA222 Korg Toneworks AX100G Various Guitar Pedals Software: Reaper Audacity,"['loop', '110-bpm', 'rhythm', 'hit', 'rock', 'drums', 'percussive', 'percussion', '130-bpm', 'beat', 'percussion-loop', 'quantized', 'drum-loop', 'drum', 'groovy']",254560,/audio/original/254560.wav,Drum Loop - Rock03_02_110 bpm Reverb01,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/254/254560_4062622-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/254560.wav,https://www.freesound.org/apiv2/packs/15610/,110
DirtyJewbs,Some quick loops I made just for Freesound! Comment if you liked it. They mean more than you think. I'd greatly appreciate that.,"['drum', 'drumstep', 'dubstep', 'hat', 'hi', 'kick', 'loop', 'shaker', 'snare']",124276,/audio/original/124276.wav,Dusbteploop_140BPM 7.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/124/124276_1735491-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/124276.wav,https://www.freesound.org/apiv2/packs/7560/,140
DirtyJewbs,Some quick loops I made just for Freesound! Comment if you liked it. They mean more than you think. I'd greatly appreciate that.,"['drum', 'drumstep', 'dubstep', 'hat', 'hi', 'kick', 'loop', 'shaker', 'snare']",124277,/audio/original/124277.wav,Dusbteploop_140BPM [2] 6.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/124/124277_1735491-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/124277.wav,https://www.freesound.org/apiv2/packs/7560/,140
oceanictrancer,"sounds like crap in preview, but sounds like its suppose to when downloaded.","['loop', 'loud', 'tech', 'hardstyle', 'bpm', 'progressive', 'stereo', 'sub', 'moody', 'hardcore', '128', 'compressed', 'techno', 'dark', 'beat', 'bass', 'core', 'kick', 'trance', 'compression', 'electronic', 'distorted', 'gabber', 'distortion', 'gabba', 'hard', 'house', 'dance', 'crunch']",221376,/audio/original/221376.wav,128 bpm hard beat / loop,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/221/221376_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/221376.wav,https://www.freesound.org/apiv2/packs/12569/,128
DirtyJewbs,Some quick loops I made just for Freesound! Comment if you liked it. They mean more than you think. I'd greatly appreciate that.,"['drum', 'drumstep', 'dubstep', 'hat', 'hi', 'kick', 'loop', 'shaker', 'snare']",124278,/audio/original/124278.wav,drumsteploop_170BPM 5.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/124/124278_1735491-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/124278.wav,https://www.freesound.org/apiv2/packs/7560/,170
stixthule,"Sax loop, 120bpm. Ableton Live 8","['sax', 'natural', 'loop']",131275,/audio/original/131275.wav,Sax.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/131/131275_2388718-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/131275.wav,,120
qubenzis,"Psy beat Loop with only a deep bass and Kick -146bpm, uncompressed audio.","['loop', 'electronic', 'psytrance', 'dance-beat', 'dance', 'psychedelic-trance', 'goa', 'trance-beat', 'beat-loop', 'beat', 'neo-goa']",172236,/audio/original/172236.wav,Psy Beat Jpsy Sub 2,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/172/172236_537676-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/172236.wav,https://www.freesound.org/apiv2/packs/10763/,146
qubenzis,"Psy groove with Kick, deep Bass and Tabla hand drum - 146bpm - not compressed.","['electro-jazz', 'progressive-psy', 'progressive-trance', 'loop', 'electronic', 'psytrance', 'dance-beat', 'dance', 'psychedelic-trance', 'goa', 'trance-beat', 'beat-loop', 'beat', 'neo-goa']",172237,/audio/original/172237.wav,Psy Beat JPsy Sub,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/172/172237_537676-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/172237.wav,https://www.freesound.org/apiv2/packs/10763/,146
qubenzis,"146bpm psy beat loop with ""bouncy"" Bass, Kick, HiHat","['loop', 'electronic', 'psytrance', 'dance-beat', 'dance', 'psychedelic-trance', 'goa', 'trance-beat', 'beat-loop', 'beat', 'neo-goa']",172238,/audio/original/172238.wav,Psy Beat Meta Resistance 01,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/172/172238_537676-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/172238.wav,https://www.freesound.org/apiv2/packs/10763/,146
JPMusic82,"nice bass melody loop synth electro house created in fl studio. check out my official channel:<a href=""https://www.youtube.com/user/gxg34/featured"" rel=""nofollow"">https://www.youtube.com/user/gxg34/featured</a>","['loop', 'reverb', 'fl', 'electro', 'melody', 'music', 'synth', 'studio', '130', 'bpm', 'house', 'dance', 'synthesized', 'electronic', 'bass', 'rhythmic']",274783,/audio/original/274783.mp3,Bass Melody Loop 130 bpm,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/274/274783_5232403-hq.mp3,mp3,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/274783.wav,https://www.freesound.org/apiv2/packs/16912/,130
qubenzis,146bpm psy beat loop consisting of Kick Bass Rhythm and Noize,"['loop', 'electronic', 'psytrance', 'dance-beat', 'dance', 'psychedelic-trance', 'beat-loop', 'full-on', 'beat', 'trance-beat']",172244,/audio/original/172244.wav,Psy Beat 5D Vortex 02,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/172/172244_537676-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/172244.wav,https://www.freesound.org/apiv2/packs/10763/,146
qubenzis,146bpm psy beat loop with a punchy Sub-Bass,"['dark-psy', 'dark', 'psy-beat', 'loop', 'electronic', 'psytrance', 'dance-beat', 'dance', 'psychedelic-trance', 'beat-loop', 'full-on', 'beat', 'trance-beat']",172245,/audio/original/172245.wav,Psy Beat Meta Spiral Connection 01,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/172/172245_537676-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/172245.wav,https://www.freesound.org/apiv2/packs/10763/,146
qubenzis,"146bpm psy beat loop with subby ""perc"" bass. The bass is almost like a deep sounding percussion instrument","['sub-bass', 'loop', 'electronic', 'psytrance', 'dance-beat', 'dance', 'psychedelic-trance', 'beat-loop', 'full-on', 'beat', 'trance-beat']",172249,/audio/original/172249.wav,Psy Beat Meta Sub Bass,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/172/172249_537676-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/172249.wav,https://www.freesound.org/apiv2/packs/10763/,146
Soorshi,"Reece Bass at 175 bpm, B minor.","['bass', 'loop', 'reece', 'dnb', 'drum-and-bass']",319708,/audio/original/319708.wav,ReeceBass.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/319/319708_5079158-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/319708.wav,,175
arseniiv,A percussion sound made by me. It’s a bit edited ‘Various 16’ from this pack. 90 BPM.,"['percussion', '90-bpm', 'loop']",139511,/audio/original/139511.wav,various 17,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/139/139511_1951924-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/139511.wav,https://www.freesound.org/apiv2/packs/8686/,90
Ongitak,"A low dubstep bass loop, at 140 bpm.","['bass', 'dubstep', 'loop', 'low', 'sub', 'wobble']",114936,/audio/original/114936.wav,Dubstep Bass Loop 25.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/114/114936_2005415-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/114936.wav,https://www.freesound.org/apiv2/packs/7287/,140
arseniiv,A percussion loop made by me. Sounds a bit reverberated. 90 BPM.,"['percussion', '90-bpm', 'loop']",139513,/audio/original/139513.wav,various 16,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/139/139513_1951924-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/139513.wav,https://www.freesound.org/apiv2/packs/8686/,90
